user_id,model_name,accuracy_train,precision_train,recall_train,f1_train,accuracy_test,precision_test,recall_test,f1_test,coherence_analysis.best_num_topics,coherence_analysis.entity_coherence,coherence_analysis.local_coherence_embeddings,coherence_analysis.overall_coherence,originality_analysis.log_likelihood,originality_analysis.semantic_distance,readability_metrics.smog_index,sentiment_analysis.average_sentiment,sentiment_analysis.emotional_persistence,sentiment_analysis.emotional_richness,sentiment_analysis.emotional_volatility,sentiment_analysis.sentiment_distribution_negative,sentiment_analysis.sentiment_distribution_positive,sentiment_analysis.sentiment_volatility,sentiment_analysis.variance_sentiment,stylistic_analysis.linguistic_metrics.average_sentence_length,stylistic_analysis.linguistic_metrics.average_tree_depth,stylistic_analysis.linguistic_metrics.dependency_variety,stylistic_analysis.linguistic_metrics.lexical_diversity.MTLD,stylistic_analysis.linguistic_metrics.max_subordination_depth,stylistic_analysis.rhetorical_devices.total_count,stylistic_analysis.rhetorical_devices.variety,stylistic_analysis.sentence_rhythm.std_dev_sentence_length,thematic_analysis.entropy_score,thematic_analysis.graph_density,thematic_analysis.inter_theme_similarity,top_10_features
majority_voting,lr_sklearn,0.7227564102564102,0.722397476340694,0.7292993630573248,0.7258320126782885,0.6666666666666666,0.6714285714285714,0.618421052631579,0.6438356164383562,-0.1401073167118774,-0.05620741113176929,-0.32767212234158705,0.07996240867252326,0.8974373474786451,0.16059851854710402,-0.11240181266231108,0.594106700878475,-0.5241592151788933,-1.4217758871091144,0.524159215178898,0.45177647077348027,-0.4517764707734893,-0.9964798903663109,0.26220521529067503,-1.2460270119714876,0.528632082600653,-0.3655170831394228,0.2063807620189037,-0.10767742890650629,-0.5315575896801419,0.7207444192964094,0.7442099869569934,-0.2604645752456363,0.05528496043589083,0.21825803087735768,"sentiment_analysis.emotional_richness (-1.4218), stylistic_analysis.linguistic_metrics.average_sentence_length (-1.2460), sentiment_analysis.sentiment_volatility (-0.9965), originality_analysis.log_likelihood (0.8974), stylistic_analysis.sentence_rhythm.std_dev_sentence_length (0.7442), stylistic_analysis.rhetorical_devices.variety (0.7207), sentiment_analysis.average_sentiment (0.5941), stylistic_analysis.rhetorical_devices.total_count (-0.5316), stylistic_analysis.linguistic_metrics.average_tree_depth (0.5286), sentiment_analysis.emotional_volatility (0.5242)"
