coherence_analysis.best_num_topics,coherence_analysis.entity_coherence,coherence_analysis.local_coherence_embeddings,coherence_analysis.overall_coherence,originality_analysis.log_likelihood,readability_metrics.smog_index,sentiment_analysis.average_sentiment,sentiment_analysis.emotional_persistence,sentiment_analysis.emotional_volatility,sentiment_analysis.variance_sentiment,stylistic_analysis.linguistic_metrics.average_sentence_length,stylistic_analysis.linguistic_metrics.average_tree_depth,stylistic_analysis.linguistic_metrics.lexical_diversity.MTLD,stylistic_analysis.linguistic_metrics.max_subordination_depth,stylistic_analysis.rhetorical_devices.variety,stylistic_analysis.sentence_rhythm.std_dev_sentence_length,thematic_analysis.entropy_score,thematic_analysis.graph_density,thematic_analysis.inter_theme_similarity,user_id,dataset
6.209090909090909,0.08008691875218125,0.4239030102386393,0.32400995659212706,2525.0959494850854,5.918181818181817,0.5155434307501114,0.49304695304695306,0.5069530469530469,0.31964791855319474,49.590714285714284,1.962456637314296,-165.93188490357286,1.986363636363636,6.840909090909091,21.298797704866885,0.3599199866378527,0.12878787878787876,0.7116588527506047,R_02OuieTDzIB1LA5,poetry
6.483193277310923,0.07295342334144489,0.3892270059123927,0.3166236208739346,2546.776973435858,5.2714285714285705,0.5946540526789967,0.5269323113860928,0.473067688613907,0.3192188256834521,56.76857743097238,2.006589279123492,26.967281054376052,2.0588235294117645,6.962184873949579,29.88318439055601,0.43912026222780387,0.13585434173669467,0.6455892909224292,R_033nCahcqekToEF,poetry
5.965408805031446,0.07918073317288506,0.3897855740860572,0.30270779174509527,2386.5260023201035,4.955345911949686,0.39182483684993635,0.5216255442670538,0.4783744557329462,0.26029264412541414,53.98962264150943,1.9841182534510078,76.29676582670673,1.9811320754716977,6.836477987421384,19.442041252741564,0.3819435417066831,0.15199161425576516,0.7062780410988526,R_0Ce3lcCDqg6v2kV,poetry
6.448979591836736,0.09305093681633088,0.4263164999379087,0.2972591591403866,2455.9801441426184,5.328571428571429,0.580680435705276,0.49969948418928006,0.50030051581072,0.2047601536160436,45.90489795918367,1.9587502740093894,89.32258118642564,1.8775510204081634,6.677551020408163,17.986895259722985,0.3165817797446785,0.10476190476190476,0.7402249279070873,R_0GIEmXuT0F8Du1z,poetry
7.367924528301887,0.057805879691045566,0.38630622731838016,0.22633104001151283,2246.498413085937,5.386792452830188,0.34506032953657745,0.48933236574746003,0.5106676342525399,0.4361959687756564,49.538881401617246,1.9654701398630778,-249.54151180934974,2.028301886792453,6.915094339622642,31.481240731178396,0.44873612929419293,0.13050314465408802,0.6315549059577708,R_0MxZwKNbrjCuDU5,poetry
6.35135135135135,0.07290110835369454,0.3099588394942539,0.253772852512467,2108.716685252146,3.940540540540539,0.0920171131721469,0.5634689634689634,0.4365310365310364,0.44244344593338697,50.325997425997414,1.932872899309148,-82.78643370044638,2.063063063063063,6.747747747747747,33.62836709574136,0.31880460538938965,0.045045045045045015,0.7205431026381415,R_0NET6a27b1iZOi5,poetry
6.321100917431193,0.08197883174156503,0.429360450426578,0.322877600543314,2475.206537369195,5.752293577981653,0.52706960707737,0.445115435023692,0.5548845649763081,0.3173625413334202,59.77201834862386,1.9993092346070493,96.7241295269939,2.0825688073394497,6.669724770642202,17.37773374812599,0.45732826842535906,0.21712538226299696,0.6567329045282592,R_0NefRX2X8vcv1FD,poetry
5.8871794871794885,0.07415397366657311,0.3984838825129927,0.32267485242543825,2377.554104692508,5.775384615384615,0.4169720536747275,0.5210143702451395,0.4789856297548605,0.4184715344747388,48.955970695970706,1.9191119836048867,-373.3087477189613,1.9948717948717947,6.835897435897436,25.514633087099654,0.2995972132606522,0.09401709401709403,0.751708131722915,R_0PXXfuYrLKEJmeJ,poetry
6.448979591836736,0.08118553684176481,0.4165236843496459,0.30636818974196606,2411.414854088608,5.3724489795918355,0.6732833830224711,0.47221350078492924,0.5277864992150706,0.26496591149906995,56.33163265306121,1.9992577568234269,91.91387654227418,1.9897959183673468,6.9183673469387745,23.43507230054399,0.46178550964262294,0.16326530612244897,0.628358095884323,R_0UmuHRDr4sAK0rD,poetry
6.0,0.06509160707209706,0.3999638862097472,0.2688892355904877,2357.1388620476973,5.217894736842105,0.46298878695583706,0.5952573742047427,0.4047426257952574,0.2034516511890792,43.51067669172933,1.9523328079284448,-196.59696344943725,1.7473684210526315,7.115789473684211,20.57820259447798,0.28855001746263026,0.0912280701754386,0.7676279984022442,R_0jOi3YZxz2xBWI9,poetry
