user,title,atractivo,creatividad,gramaticalidad,informacion,relacion,sentido,writer,experiment,average_score,rank
2djomaf,Chasing Rainbows,0.0,0.0,4.0,1.0,0.0,4.0,bot,normal,1.5,13
2djomaf,Thar She Blows!,0.0,0.0,4.0,1.0,0.0,4.0,human,normal,1.5,13
2djomaf,Charley's (big-hearted) Aunt,0.0,1.0,1.0,1.0,3.0,1.0,human,normal,1.1666666666666667,14
2djomaf,Light Blast,0.0,0.0,2.0,1.0,2.0,1.0,human,normal,1.0,15
2djomaf,The Escort,1.0,0.0,2.0,2.0,0.0,1.0,human,normal,1.0,15
2djomaf,Young People,0.0,0.0,3.0,1.0,0.0,2.0,human,normal,1.0,15
2iwgfra,Ma And Pa Kettle On Vacation,4.0,4.0,4.0,4.0,3.0,4.0,bot,bots,3.8333333333333335,1
2iwgfra,Queen Of The Jungle,4.0,3.0,4.0,3.0,4.0,4.0,human,bots,3.6666666666666665,2
2iwgfra,The Convent,4.0,4.0,3.0,4.0,4.0,3.0,bot,bots,3.6666666666666665,2
2iwgfra,Abby Sen,3.0,4.0,4.0,3.0,4.0,3.0,human,bots,3.5,3
2iwgfra,The Call Of The North,3.0,4.0,3.0,4.0,3.0,3.0,human,bots,3.3333333333333335,4
2iwgfra,The Diamond,3.0,3.0,3.0,3.0,3.0,4.0,human,bots,3.1666666666666665,5
2iwgfra,Adventures Of Johnny Tao,2.0,3.0,3.0,4.0,4.0,2.0,bot,bots,3.0,6
2iwgfra,Hunting Season,3.0,4.0,3.0,3.0,2.0,3.0,human,bots,3.0,6
2iwgfra,The Balloon Goes Up,3.0,3.0,3.0,3.0,4.0,2.0,human,bots,3.0,6
2iwgfra,The Roommates,3.0,1.0,4.0,2.0,4.0,4.0,bot,bots,3.0,6
2iwgfra,Everything But The Truth,2.0,3.0,3.0,3.0,3.0,3.0,bot,bots,2.8333333333333335,7
2iwgfra,Operation Snatch,3.0,3.0,3.0,2.0,3.0,3.0,bot,bots,2.8333333333333335,7
