user_id,model_name,accuracy_train,precision_train,recall_train,f1_train,accuracy_test,precision_test,recall_test,f1_test,coherence_analysis.best_num_topics,coherence_analysis.entity_coherence,coherence_analysis.local_coherence_embeddings,coherence_analysis.overall_coherence,originality_analysis.log_likelihood,originality_analysis.semantic_distance,readability_metrics.smog_index,sentiment_analysis.average_sentiment,sentiment_analysis.emotional_persistence,sentiment_analysis.emotional_richness,sentiment_analysis.emotional_volatility,sentiment_analysis.sentiment_distribution_negative,sentiment_analysis.sentiment_distribution_positive,sentiment_analysis.sentiment_volatility,sentiment_analysis.variance_sentiment,stylistic_analysis.linguistic_metrics.average_sentence_length,stylistic_analysis.linguistic_metrics.average_tree_depth,stylistic_analysis.linguistic_metrics.dependency_variety,stylistic_analysis.linguistic_metrics.lexical_diversity.MTLD,stylistic_analysis.linguistic_metrics.max_subordination_depth,stylistic_analysis.rhetorical_devices.total_count,stylistic_analysis.rhetorical_devices.variety,stylistic_analysis.sentence_rhythm.std_dev_sentence_length,thematic_analysis.entropy_score,thematic_analysis.graph_density,thematic_analysis.inter_theme_similarity,top_10_features
majority_voting,Random Forest,0.730176354796687,0.7300081054444639,0.7304168116249226,0.730212401345604,0.7223622315698298,0.7219543112237868,0.7238092606917892,0.7228805959853762,0.08998315118604762,0.11671571644841174,0.09386278133439199,0.08372874051019759,0.2961414724102474,0.06729491942306826,0.1557785781644672,0.10369802402170081,0.07035934693033905,0.1485877939005748,0.048169608140550546,0.11541125897204907,0.11237439605934493,0.178852664103613,0.08967018645367206,0.17926502759535934,0.07095803848549752,0.35721918814518777,0.23776815741297339,0.06492747324835317,0.055523798655488676,0.09107568120520089,0.27980755190317363,0.36009640144888505,0.28602482739234086,0.09458450648807305,"thematic_analysis.entropy_score (0.3601), stylistic_analysis.linguistic_metrics.dependency_variety (0.3572), originality_analysis.log_likelihood (0.2961), thematic_analysis.graph_density (0.2860), stylistic_analysis.sentence_rhythm.std_dev_sentence_length (0.2798), stylistic_analysis.linguistic_metrics.lexical_diversity.MTLD (0.2378), stylistic_analysis.linguistic_metrics.average_sentence_length (0.1793), sentiment_analysis.sentiment_volatility (0.1789), readability_metrics.smog_index (0.1558), sentiment_analysis.emotional_richness (0.1486)"
