sentiment_analysis.sentiment_volatility,sentiment_analysis.average_sentiment,readability_metrics.smog_index,stylistic_analysis.linguistic_metrics.lexical_diversity.MTLD,sentiment_analysis.sentiment_trend,story_idx,stylistic_analysis.linguistic_metrics.average_tree_depth,stylistic_analysis.linguistic_metrics.average_sentence_length,coherence_analysis.best_num_topics,stylistic_analysis.rhetorical_devices.total_count,stylistic_analysis.sentence_rhythm.std_dev_sentence_length,sentiment_analysis.variance_sentiment,sentiment_analysis.sentiment_distribution_positive,sentiment_analysis.sentiment_distribution_negative,sentiment_analysis.emotional_volatility,sentiment_analysis.emotional_persistence,thematic_analysis.entropy_score,thematic_analysis.inter_theme_similarity,thematic_analysis.graph_density,stylistic_analysis.rhetorical_devices.counts.hyperbole,stylistic_analysis.rhetorical_devices.counts.allusions,stylistic_analysis.rhetorical_devices.counts.symbolism
0.9812521191256788,0.046884318988304585,3.1,-907.4999999999975,-0.5984379084159929,11,2.0307692307692307,21.666666666666668,9,2,9.073771725877465,0.8961035994791944,0.5,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0.9401150650179244,0.0037712690827902406,0.0,-194.91176470588243,-0.6612657185954351,12,2.5535714285714284,28.0,5,1,18.384776310850235,0.9873365993984727,0.5,0.5,0.6666666666666666,0.3333333333333333,0.9182958340544894,0.05444083362817764,0.0,0.0,0.0,0.0
1.251426594295254,-0.08677270414773375,8.3,72.29487434418832,0.0011292881357031844,13,2.294930875576037,21.7,10,2,7.1188326134119615,0.9541637430449771,0.46153846153846156,0.5384615384615384,0.16666666666666666,0.8333333333333334,0.6500224216483541,0.3931519687175751,0.0,0.0,0.0,0.0
0.9738154894439504,0.3209864255816986,0.0,-419.85542168674664,-0.9893181583611296,14,1.96,25.0,2,1,8.48528137423857,0.863237302860029,0.6666666666666666,0.3333333333333333,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1.8620659180705836,-0.008694527205079794,8.8,-527.3858267716531,-0.6528537599369882,15,2.338235294117647,22.666666666666668,7,0,2.516611478423583,0.9698199904359517,0.5,0.5,0.0,1.0,1.0,0.3258729577064514,0.0,0.0,0.0,0.0
0.0073702934896573424,0.9898955141349385,0.0,-270.1607142857144,-0.008978724596090518,16,2.1020408163265305,24.5,3,1,7.7781745930520225,6.581638049800292e-05,1.0,0.0,1.0,0.0,1.0,0.14422185719013214,0.0,0.0,1.0,0.0
1.0635230599330188,0.63071138816039,9.9,87.05656264682099,0.07690648960803324,17,2.860215053763441,37.2,7,6,10.894952959971878,0.5796133627328471,0.8181818181818182,0.18181818181818182,0.3,0.7,0.9206198357143052,0.3571600914001465,0.3333333333333333,1.0,0.0,1.0
1.915129478671588,0.3262947329785675,6.4,-127.65644171779144,-0.029894476407207445,18,2.15,20.0,2,0,1.4142135623730951,0.8156448798301982,0.6666666666666666,0.3333333333333333,0.0,1.0,1.0,0.2741064131259918,0.0,0.0,0.0,0.0
0.9905339071410708,-0.3226214140110339,0.0,-220.41059602649,-0.9897139269742186,19,2.196078431372549,25.5,2,4,0.7071067811865476,0.87105742065252,0.3333333333333333,0.6666666666666666,0.0,1.0,1.0,0.3344854712486267,0.0,1.0,0.0,0.0
0.0022767863770344486,0.9956331948633306,9.7,-571.2452830188669,-0.00015845716310049042,20,2.5454545454545454,22.0,8,4,7.211102550927978,1.4770223496205906e-06,1.0,0.0,0.6666666666666666,0.3333333333333333,1.0,0.1875958889722824,0.0,0.0,0.0,1.0
0.1041072397274005,0.9542562590213493,8.8,-257.25,-0.006352825711170878,21,1.9444444444444444,13.5,5,2,3.872983346207417,0.003212030506364939,1.0,0.0,1.0,0.0,1.0,0.14091691374778748,0.0,0.0,0.0,0.0
1.3152550751134455,0.31742444888222965,9.5,-2893.333333333344,0.0969058900179032,22,2.1481481481481484,20.25,8,2,2.6299556396765835,0.7250433954541529,0.6,0.4,0.5,0.5,0.9182958340544894,0.4556463956832886,1.0,0.0,0.0,0.0
1.4083974735110691,0.5925552328582853,6.0,-705.3088235294118,0.0034597042831592817,23,2.4186046511627906,21.5,3,2,5.196152422706632,0.6311297976121357,0.8,0.2,0.25,0.75,0.9463946303571862,0.3374979496002197,0.0,1.0,0.0,0.0
0.938240329087495,-0.49633012496633455,8.8,-571.2452830188669,-0.6630858733163523,24,2.142857142857143,15.75,2,0,9.429563439877091,0.7401116982350736,0.25,0.75,0.0,1.0,1.0,0.21285800635814667,0.0,,,
0.0015876642961533817,0.9970588499951797,10.5,46.1878169429641,0.0003051090248238668,25,2.04,33.333333333333336,10,2,13.203534880225574,8.886859825267886e-07,1.0,0.0,0.0,1.0,0.9463946303571862,0.24642352759838104,0.0,0.0,0.0,0.0
1.6244427733040991,-0.19813895038096235,8.5,150.97063571787328,0.1422514941779866,26,2.0242424242424244,20.625,6,1,5.423164600647327,0.9483690232032668,0.4,0.6,0.4444444444444444,0.5555555555555556,0.8962406251802891,0.1551121324300766,0.0,0.0,0.0,0.0
0.9395373612749206,-0.0012879799614893273,0.0,-343.0588235294117,0.6649810755043288,27,1.9666666666666666,30.0,5,0,5.656854249492381,0.9943235675803921,0.5,0.5,0.0,1.0,1.0,0.39290666580200195,0.0,,,
0.49676831092091167,-0.003853545058518648,10.5,-1171.0434782608716,-0.663992454763502,28,2.223684210526316,25.333333333333332,7,3,9.814954576223638,0.7936304631941342,0.4,0.6,0.75,0.25,0.0,1.0,0.0,0.0,1.0,1.0
0.9371679363049065,-0.4810879636788741,7.8,-471.62903225806497,0.656347926861296,29,2.0923076923076924,21.666666666666668,5,2,13.650396819628847,0.7185398163125207,0.25,0.75,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,0.0
1.3871982808419139,-0.20945632493821903,13.0,-644.345864661654,-0.3283718556146292,30,2.259259259259259,20.25,4,2,23.428970670233607,0.9254867610428059,0.4,0.6,0.25,0.75,0.9182958340544894,0.4497254490852356,0.0,0.0,1.0,0.0
0.5840881046887733,-0.7450575711166797,13.6,-2380.6956521739,0.1383067376174345,31,2.297872340425532,31.333333333333332,8,1,17.21433511156714,0.28797054279323575,0.16666666666666666,0.8333333333333334,0.0,1.0,0.9182958340544894,0.40427953004837036,0.0,0.0,0.0,0.0
0.5589214293286204,-0.6199232583555082,0.0,-220.90909090909088,0.5535552040673791,32,2.25,24.0,7,2,1.4142135623730951,0.2737029457806626,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1.6030832052005113,0.48026787184062414,7.8,70.70690612849472,-0.0015042518886427977,33,2.066666666666667,30.0,10,5,12.727922061357855,0.7277565192231522,0.75,0.25,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0.015455922289887767,0.9879354553529993,0.0,68.44944352356146,-0.00014054509423056026,34,2.7746478873239435,35.5,3,0,23.33452377915607,9.098669987760719e-05,1.0,0.0,0.0,1.0,0.9182958340544894,0.21190205216407776,0.0,,,
0.9734722004726084,0.03083378698846156,7.6,88.88974422209697,-0.1958956124532656,35,1.9127906976744187,21.5,7,9,6.347102826149446,0.88741719244724,0.5454545454545454,0.45454545454545453,0.0,1.0,0.8322488896002307,0.23040346801280975,0.0,0.0,1.0,0.0
0.9420693395119148,-0.494341714278562,9.7,-257.14285714285717,-0.6613119194128858,36,1.676923076923077,21.666666666666668,5,3,7.094598884597588,0.741201091368,0.25,0.75,0.6666666666666666,0.3333333333333333,1.0,0.23264597356319427,0.0,0.0,0.0,1.0
1.9813893134955252,0.1972524471115321,0.0,-785.0769230769217,-0.0011385494144633332,37,2.5294117647058822,34.0,4,1,5.656854249492381,0.9440713829133116,0.6,0.4,0.25,0.75,0.9182958340544894,0.2915387749671936,0.0,0.0,0.0,0.0
1.2988055213935545,-0.2845208645594539,11.2,-312.1967213114754,-0.2792105004191398,38,2.090909090909091,18.333333333333332,6,2,8.504900548115382,0.6657415415778495,0.25,0.75,0.6666666666666666,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,0.0
0.9068628963052341,0.013980092538986355,0.0,-336.1034482758622,-0.65639375623626,39,2.015873015873016,31.5,5,2,3.5355339059327378,0.9546218250614447,0.5,0.5,0.0,1.0,1.0,0.29078808426856995,0.0,0.0,0.0,0.0
0.9411561099475547,0.49789864011108875,0.0,-449.9999999999998,0.6646992675183958,40,2.1607142857142856,28.0,3,0,12.727922061357855,0.7463363650961545,0.75,0.25,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,,,
0.0011657368740998209,0.9963704622738684,0.0,-817.7837837837839,0.0005993038066663508,41,1.9565217391304348,23.0,3,0,7.0710678118654755,5.414305817089157e-07,1.0,0.0,0.0,1.0,0.0,1.0,0.0,,,
0.0,-0.004356710007414222,7.8,-94.4028776978417,-1.9869828666560352,42,1.7142857142857142,11.666666666666666,4,0,4.509249752822894,0.9870252280961588,0.5,0.5,0.0,1.0,0.0,0.0,0.0,,,
0.7946719666340677,0.6545749304544491,10.1,128.19594912859162,0.19586807419934002,43,2.990740740740741,27.0,8,1,9.41629792788369,0.5448989333484038,0.8333333333333334,0.16666666666666666,0.0,1.0,1.0,0.2545124590396881,0.0,0.0,0.0,0.0
0.9213496524757961,-0.4909234922233736,11.2,-1193.510204081632,-0.6647084255819206,44,2.28125,21.333333333333332,9,3,14.46835627614047,0.7364553212202343,0.25,0.75,0.3333333333333333,0.6666666666666666,0.9182958340544894,0.10911929607391357,0.0,0.0,0.0,0.0
1.4007004993984322,-0.3198095672414638,11.2,-340.31250000000017,-0.009921586839482143,45,2.1971830985915495,23.666666666666668,2,1,11.590225767142472,0.634147635936638,0.25,0.75,0.0,1.0,1.0,0.20574067533016205,0.0,0.0,0.0,0.0
0.9806779711507261,0.3291711950053771,6.4,-148.6451612903225,0.9890998941846194,46,1.864864864864865,12.333333333333334,3,0,7.094598884597588,0.8659300189174175,0.6666666666666666,0.3333333333333333,0.5,0.5,1.0,0.039107225835323334,0.0,,,
0.7808993083832974,0.2765525842467988,10.9,120.46209580034886,0.17143012715450925,47,2.2016806722689077,18.307692307692307,8,7,7.717778343804813,0.8991298026042404,0.6428571428571429,0.35714285714285715,0.23076923076923078,0.7692307692307693,0.8613531161467861,0.22770249843597412,0.0,1.0,0.0,1.0
1.9503806426655501,0.33488238028561074,9.7,-419.85542168674664,0.0006265158299357502,48,1.9814814814814814,18.0,7,2,5.196152422706632,0.8453301841890531,0.6666666666666666,0.3333333333333333,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0
0.9092653969348781,0.00515652826288715,0.0,88.36363636363636,0.6627425395417956,49,2.622950819672131,30.5,3,2,27.577164466275352,0.9687794224953133,0.5,0.5,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,0.0,1.0,0.0
1.9816452281083912,-0.32810908773293096,0.0,-190.42622950819663,0.005405632080510122,50,2.25,26.0,3,1,19.79898987322333,0.8726678828131837,0.3333333333333333,0.6666666666666666,0.0,1.0,1.0,0.21201154589653015,0.0,0.0,0.0,0.0
0.0065443126217123075,0.9887816307891626,7.8,-259.10204081632634,-0.006026260438375179,51,2.2857142857142856,16.333333333333332,4,0,4.725815626252609,4.2388644365966903e-05,1.0,0.0,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,,,
1.2561316869536043,0.663411517026058,11.2,-1140.7499999999966,-0.19892558815966693,52,2.042105263157895,23.75,4,3,16.04940289647354,0.5471022126807076,0.8333333333333334,0.16666666666666666,0.4,0.6,0.9182958340544894,0.38881054520606995,0.0,0.0,1.0,0.0
1.3753427762389747,0.6018364385701716,10.7,-901.2413793103439,0.0023655483964831196,53,2.1392405063291138,19.75,4,3,4.7871355387816905,0.6030611234357253,0.8,0.2,0.0,1.0,0.9182958340544894,0.2299444079399109,0.0,0.0,1.0,0.0
0.04540475644082516,-0.979063988168491,8.8,-1193.510204081632,-0.004309002426452827,54,2.276923076923077,21.666666666666668,5,5,4.041451884327381,0.0006592577166570968,0.0,1.0,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,0.0
0.030517194468231385,0.9845643906737678,0.0,-173.63318777292577,0.002107517638553985,55,2.5686274509803924,25.5,5,1,13.435028842544403,0.0002349454472208999,1.0,0.0,0.0,1.0,1.0,0.38993072509765625,0.0,0.0,0.0,0.0
0.006178946938956876,0.9924837373429909,8.2,-2204.9999999999923,0.0011218524111125303,56,2.108433734939759,16.6,2,0,6.58027355054484,2.009867223006879e-05,1.0,0.0,0.5,0.5,0.9182958340544894,0.42168059945106506,0.0,,,
0.9068836674559861,0.3909018358681351,0.0,-266.82352941176464,0.8967868746258321,57,2.4130434782608696,23.0,2,1,1.4142135623730951,0.718915129289316,0.6666666666666666,0.3333333333333333,0.0,1.0,1.0,0.39193710684776306,0.0,0.0,0.0,0.0
1.399824667987832,0.5925826225429773,0.0,104.72727272727272,-0.33327301451936364,58,2.191780821917808,36.5,5,0,0.7071067811865476,0.6285783606626516,0.8,0.2,0.5,0.5,0.9182958340544894,0.34359851479530334,0.0,,,
0.001772428979165852,0.9960862860704461,0.0,-488.0322580645154,0.0011006909189747011,59,2.217391304347826,46.0,6,5,0.0,1.505792440783602e-06,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0.941214366252019,0.49656318154302426,0.0,98.18181818181817,0.6628759031106405,60,3.1076923076923078,32.5,6,4,23.33452377915607,0.743853587815804,0.75,0.25,0.6666666666666666,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0
0.008504084486048669,0.9867888851634538,0.0,53.99999999999999,-0.012492055131587926,1,3.6176470588235294,34.0,7,0,0.0,0.00012010528381728127,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,
1.7564597921084064,0.01518145618805041,10.5,87.50702481664197,0.1948599289404229,2,2.6043956043956045,30.333333333333332,10,1,4.163331998932265,0.9622112508459438,0.5,0.5,0.2,0.8,0.0,1.0,0.0,0.0,0.0,0.0
1.5955750715200863,0.4998701210715808,7.8,-785.0769230769217,-0.006766001538684048,3,2.5789473684210527,25.333333333333332,6,1,11.930353445448853,0.7189739132373881,0.75,0.25,0.0,1.0,1.0,0.25720393657684326,0.0,0.0,0.0,0.0
1.4876450169949798,0.33196066328479595,9.1,49.760036920145296,-0.022245235075694834,4,2.676348547717842,24.1,4,0,6.136412270663987,0.865168070520891,0.6666666666666666,0.3333333333333333,0.14285714285714285,0.8571428571428571,0.5916727785823274,0.44369012117385864,0.0,,,
0.0060261302860453725,0.992890086529466,0.0,-2141.999999999986,-0.003942390903830324,5,3.26,25.0,7,0,8.48528137423857,1.843146318671341e-05,1.0,0.0,1.0,0.0,1.0,0.258271723985672,0.0,,,
0.007029941771179438,0.9924933410560092,0.0,-489.9999999999987,-0.0007262704893945264,6,2.230769230769231,19.5,7,0,13.435028842544403,1.1333886172771152e-05,1.0,0.0,1.0,0.0,1.0,0.03719457983970642,0.0,,,
1.1359945843597055,0.712701498331236,8.2,94.40802057381661,-0.1982333197336023,7,2.4455445544554455,20.2,9,0,6.099180272790763,0.47509023807459955,0.8571428571428571,0.14285714285714285,0.3333333333333333,0.6666666666666666,0.9182958340544894,0.4731738567352295,1.0,,,
0.8586887600929733,0.5979589814320206,0.0,36.86731529990378,-0.33029526557462907,8,3.3205128205128207,39.0,6,0,15.556349186104045,0.6271933405246843,0.8,0.2,0.25,0.75,0.9182958340544894,0.4169476628303528,0.0,,,
1.0536880562047026,0.4926539539010264,7.6,28.11215565401657,-0.32159803218008676,9,2.4710743801652892,24.2,7,0,4.43846820423443,0.7330630041431958,0.75,0.25,0.42857142857142855,0.5714285714285714,0.9463946303571862,0.23632554709911346,0.0,,,
0.0019047620276650091,0.9953548381105065,0.0,34.57804506135014,-0.0005620436859317387,10,2.871794871794872,39.0,9,4,5.656854249492381,2.2532997587895197e-06,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0.034883483686777635,0.9741804057499394,9.7,33.56140111762301,-0.019133961992338286,11,2.606060606060606,22.0,6,0,5.0,0.0015009086844459307,1.0,0.0,0.5,0.5,0.0,1.0,0.0,,,
0.06837208747742489,0.9760012264887337,0.0,68.5608628659476,-0.00026362129331887035,12,3.215686274509804,25.5,10,0,2.1213203435596424,0.001317187516687022,1.0,0.0,0.0,1.0,0.0,1.0,0.0,,,
0.015032762888860829,0.9880182582169904,8.0,40.84118625152942,-0.0003793027301075467,13,3.1150442477876106,32.285714285714285,10,0,4.990467102863409,0.0001063117878130779,1.0,0.0,0.0,1.0,0.9182958340544894,0.4050442576408386,0.0,,,
0.0,0.005400358932092786,0.0,-285.62264150943344,-1.9808989199809723,14,3.433333333333333,30.0,2,0,0.0,0.9809901327954463,0.5,0.5,0.0,1.0,0.0,0.0,0.0,,,
1.40868897661162,0.5941811492899433,9.7,78.25972161537982,0.3283928177358273,15,2.8285714285714287,23.333333333333332,8,2,5.033222956847166,0.6315422478325031,0.8,0.2,0.0,1.0,0.9182958340544894,0.16742686927318573,0.0,0.0,1.0,0.0
0.0027661887926109683,0.9956546995381359,0.0,85.09090909090908,-0.00014542896921439924,16,2.909090909090909,27.5,9,0,0.7071067811865476,2.081652385352044e-06,1.0,0.0,0.3333333333333333,0.6666666666666666,1.0,0.24579279124736786,0.0,,,
1.2128434348501267,0.0938572372639707,9.6,66.63829787234043,0.047744863894485845,17,2.3333333333333335,27.857142857142858,10,0,5.785861256216785,0.8335569522549527,0.5,0.5,0.36363636363636365,0.6363636363636364,0.5916727785823274,0.46968600153923035,1.0,,,
1.2437265422961488,0.2647677787754219,10.7,24.308650331663735,-0.0974604173729728,18,3.716535433070866,31.75,8,1,10.3400515794974,0.8902983123074255,0.625,0.375,0.42857142857142855,0.5714285714285714,1.0,0.4600006341934204,1.0,0.0,1.0,0.0
0.9891161411069334,-0.3266123393550515,0.0,57.98863636363636,-0.9929645978845656,19,2.977272727272727,22.0,10,0,2.8284271247461903,0.8747304041232095,0.3333333333333333,0.6666666666666666,0.0,1.0,1.0,0.2233760803937912,0.0,,,
1.9527139883721247,0.3390251563396305,0.0,49.63464258513764,-0.006956010707653935,20,3.3404255319148937,23.5,6,0,14.849242404917497,0.8473860174753479,0.6666666666666666,0.3333333333333333,0.0,1.0,1.0,0.1984693706035614,0.0,,,
0.9320119360712504,0.4866238234390039,0.0,-299.9999999999999,-0.6652578338592622,21,2.5555555555555554,27.0,7,1,1.4142135623730951,0.7358180524241215,0.75,0.25,0.0,1.0,1.0,0.17225299775600433,0.0,0.0,0.0,0.0
0.8482686025691174,0.60170910556335,7.8,52.11873444720939,-0.32708096118100577,22,3.4927536231884058,23.0,4,1,5.196152422706632,0.6134451472774509,0.8,0.2,0.0,1.0,0.9182958340544894,0.2936983108520508,0.0,0.0,1.0,0.0
1.6969446028944444,0.09739238393958657,8.8,43.51231527093596,-0.0022258950824228406,23,2.2790697674418605,21.5,9,1,3.872983346207417,0.7851407678839888,0.6,0.4,0.5,0.5,0.9182958340544894,0.3741750121116638,0.0,0.0,0.0,0.0
0.00484220494993501,0.9938874215877149,0.0,35.17733089579525,-0.0017588733462617495,24,2.8059701492537314,33.5,7,1,9.192388155425117,1.280631071209949e-05,1.0,0.0,0.0,1.0,1.0,0.2342187464237213,0.0,0.0,0.0,0.0
1.233548478679705,0.6602878206952786,10.1,38.745592020349164,0.20178818994512157,25,2.9724770642201834,27.25,10,3,6.946221994724902,0.5341572649160795,0.8333333333333334,0.16666666666666666,0.0,1.0,0.9182958340544894,0.3823753297328949,0.0,0.0,0.0,0.0
1.5379219271755047,0.10992492273605119,6.7,77.20099451621897,-0.049555839159958315,26,2.3216783216783217,28.6,4,1,6.06630035524124,0.9633898340203066,0.5555555555555556,0.4444444444444444,0.625,0.375,0.0,1.0,0.0,0.0,0.0,0.0
0.3049631245667115,0.10367439338006079,0.0,-809.6377708978259,0.992347908089869,27,2.608695652173913,23.0,10,1,7.0710678118654755,0.6771701376481127,0.6666666666666666,0.3333333333333333,0.0,1.0,1.0,0.1267080307006836,0.0,0.0,0.0,0.0
0.8527442880664023,-0.5823264057282358,0.0,86.1068931068931,-0.3246270822516332,28,2.4324324324324325,37.0,7,1,18.384776310850235,0.6204324072636589,0.2,0.8,0.0,1.0,0.9182958340544894,0.356870174407959,0.0,0.0,1.0,0.0
0.004618180607141314,0.9922979111084714,0.0,97.56169078446305,-0.003674425611582721,29,2.84,37.5,10,2,13.435028842544403,4.226271736207393e-05,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1.2381240991152502,0.33237186272162944,6.7,45.71234589958907,-0.4620887931125861,30,2.5,21.6,4,1,5.9413803110051795,0.8586085584894588,0.6666666666666666,0.3333333333333333,0.4,0.6,0.0,1.0,0.0,0.0,0.0,0.0
1.1169353465505365,0.6810751515634669,11.2,51.43897159349841,-0.2500265995700224,31,2.515463917525773,24.25,9,0,5.377421934967226,0.4464759337650388,0.8333333333333334,0.16666666666666666,0.0,1.0,0.9182958340544894,0.29696232080459595,0.0,,,
0.015659967124292774,0.991373850760283,0.0,-1723.5951313260791,0.0020807732750351884,32,4.280701754385965,28.5,9,0,10.606601717798213,5.9446620863087965e-05,1.0,0.0,0.3333333333333333,0.6666666666666666,1.0,0.36771777272224426,0.0,,,
0.972813130589202,0.32370924996212125,0.0,71.18668831168831,-0.9966747430153192,33,2.2264150943396226,26.5,10,3,10.606601717798213,0.872543781586827,0.6666666666666666,0.3333333333333333,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0
0.7913202199376024,-0.05496427489561029,0.0,-1099.173913043477,-0.6644636416652548,34,2.210526315789474,28.5,10,1,3.5355339059327378,0.8941481957857718,0.5,0.5,0.6666666666666666,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0
1.278909837601783,0.6005731184966863,10.4,51.8399974639672,-0.16456785046824407,35,2.658536585365854,32.8,7,0,14.27235089254745,0.5975291303130319,0.8,0.2,0.2222222222222222,0.7777777777777778,0.8649735207179273,0.28888484835624695,0.0,,,
0.0023592078941874206,0.9959283883993825,0.0,58.90909090909091,-0.0021163757774046595,36,2.6904761904761907,21.0,2,0,2.8284271247461903,4.22288915145622e-06,1.0,0.0,0.5,0.5,1.0,0.13927516341209412,0.0,,,
0.020517127180067745,0.9893810643348843,0.0,69.301735218509,-0.005843808602852136,37,3.3484848484848486,33.0,5,0,9.899494936611665,0.00015627453770392268,1.0,0.0,0.75,0.25,1.0,0.3435268700122833,0.0,,,
0.01126824615702832,0.9903643161815125,0.0,63.13940922190202,-0.00806647356754795,38,3.641509433962264,26.5,10,4,13.435028842544403,0.00010053254491766658,1.0,0.0,0.0,1.0,1.0,0.28721362352371216,0.0,0.0,0.0,1.0
0.000750384145820521,0.9968442458193749,0.0,77.63736263736263,-0.0004987291758880148,39,3.1206896551724137,29.0,6,0,1.4142135623730951,5.827773728303009e-07,1.0,0.0,0.3333333333333333,0.6666666666666666,1.0,0.24242013692855835,0.0,,,
0.9715171214193106,0.3361800704151392,0.0,-523.6363636363625,-0.9837334733456375,40,3.119047619047619,21.0,10,1,8.48528137423857,0.8548978126561954,0.6666666666666666,0.3333333333333333,0.0,1.0,1.0,0.14333775639533997,0.0,0.0,0.0,0.0
1.965660862158984,0.3415238531306386,0.0,-767.9999999999986,-0.0008854651823638996,41,3.272727272727273,33.0,2,4,0.0,0.8586277727043039,0.6666666666666666,0.3333333333333333,0.0,1.0,1.0,0.2981067895889282,0.0,0.0,0.0,0.0
0.007377760824935449,0.993902193987742,6.4,39.07944370356259,0.00048818730283541853,42,2.7260273972602738,24.333333333333332,3,0,4.618802153517006,1.9507468698706106e-05,1.0,0.0,0.0,1.0,0.0,1.0,0.0,,,
1.3102836566165663,0.48698860744480044,9.5,79.78993232594792,0.09779840117941296,43,2.5925925925925926,27.0,9,0,10.44030650891055,0.5753045380822214,0.6666666666666666,0.3333333333333333,0.0,1.0,0.0,1.0,0.0,,,
0.9285239968649479,-0.47964522743131965,10.5,-4943.039473684204,-0.6640759451935687,44,2.7358490566037736,26.5,6,2,2.1213203435596424,0.7260831220136073,0.25,0.75,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1.598006765611114,0.5062533227028325,0.0,76.09893048128342,8.989769654963874e-05,45,2.912280701754386,28.5,3,0,0.7071067811865476,0.7182191823167468,0.75,0.25,0.6666666666666666,0.3333333333333333,0.0,1.0,0.0,,,
